tweet,index
"🚨 Emergência Global! 🌍💉 Criminosos da COVID estão tentando implementar um novo bloqueio planetário, desta vez usando a gripe aviária H5N1, criada em laboratório através de ganho de função. 🦠⚠️ Somente a exposição em massa 🌐 e a ação não violenta do público podem deter… https://t.co/75E84flr87",70
Campanha de vacinação contra a gripe prossegue até 31 de janeiro https://t.co/2ToXGia82S,208
"Neste sábado, 7 de dezembro, a Prefeitura de Belém realiza vacinação contra a gripe em shoppings. Confira horários e locais disponíveis.https://t.co/8yVs4upZ21",348
Campanha de vacinação contra a gripe já começou; veja quem deve tomar - Jornal Extra de Alagoas https://t.co/Z8G8GsuPzv via @ExtraAlagoas,566
Vacinação contra a gripe nos shopping centers de Belém segue neste sábado; veja onde se vacinar https://t.co/fGcXf8ZVZz,678
Sespa alerta que faltam apenas três dias para o fim da campanha de vacinação contra gripe https://t.co/z4r2Wm2O7d,679
"Campanha de vacinação contra a gripe é prorrogada até janeiro no Acre, diz Saúde ==&gt; https://t.co/8Y0gwa7FqP #g1AC",713
Campanha de vacinação conta a gripe é prorrogada no Pará. Veja até quando você pode se vacinar. https://t.co/aip2QaDouF,745
Campanha de vacinação contra a gripe prossegue até o dia 31 https://t.co/HdZ3dDNKDv,983
"💉 A vacinação contra a gripe vai começar neste sábado (16)! 👀 Confira o público, locais e horários.📍A aplicação acontecerá nas Unidades Saúde na Hora e SLZ Shopping. A partir de segunda (18), em todas as nossas Unidades Básicas de Saúde. Prepare o braço e #Partiu!💪🏽 https://t.co/8WdMqYSoj4",1074
"SAÚDENo Amazonas, campanha de vacinação contra a gripe é prorrogada até dia 31 de julhoLeia mais em: https://t.co/RAtJpc9cZR https://t.co/WF1muuB6wg",1087
"Governo anuncia primeira vacina 100% nacional e de dose única contra a dengue➡️Evento também reforça parcerias para assegurar acesso a insulinas, vacina nacional contra gripe aviária e vacina contra o Vírus Sincicial Respiratóriohttps://t.co/dhh01YRFFe",1362
"[#H1N1] A campanha de vacinação contra a influenza foi ampliada para toda a população alagoana acima dos 6 meses de idade.Em Alagoas, apenas 45% da população se vacinou contra a gripe.📲 Confira já nossa última matéria: https://t.co/X4uy6ko1XQ",1399
"Com o programa, após o início da campanha de vacinação contra a gripe, as equipes de saúde locais irão às escolas públicas para vacinar as crianças matriculadas, oferecendo as vacinas previstas para cada idade. Ação fundamental para ampliar a cobertura vacinal da população.",1460
"Vacina contra gripe é ofertada a toda a população de Belém a partir de sábado, 9 #g1Pará https://t.co/SG2rHrdnDo",1520
"Bom dia, pessoal! Bom final de semana! 🙏🏼Hoje é o 'Dia D' de vacinação contra a gripe na orla de Macapá. A ação começa a partir das 15h deste sábado e vai até as 18h.",1533
Saúde prorroga campanha de vacinação contra gripe Saiba mais em: https://t.co/8OX9nPat5D https://t.co/8OX9nPat5D,1571
"A partir de amanhã, 19/3, daremos início à vacinação contra a gripe em mais de 100 pontos espalhados pelo DF. A campanha tem como foco os principais grupos prioritários do @minsaude. Todas as informações podem ser encontradas na página da @secsaudedf.",1594
Vacina contra gripe no Pará: Campanha é prorrogada até o fim de janeiro e ampliada para toda população. #g1Pará➡️ https://t.co/lhRO27Qh2x,1716
"Vacina contra gripe é ofertada a toda a população de Belém a partir de sábado, 9 de novembro https://t.co/SG2rHrdnDo #g1Pará",1760
Campanha de vacinação contra a gripe começa no dia 7 de abril➡️Vacina passa a ficar disponível em unidades básicas de saúde ao longo de todo o anohttps://t.co/0lwC8O9rWz,1928
"Campanha de vacinação contra a gripe começa no dia 7 de abril A previsão é que, até o fim de março, 35 milhões de doses tenham sido entregues aos estados https://t.co/YEFWjp6tRr https://t.co/rko8zwENbF",1939
Padilha quer incluir Lula e Alckmin em campanha vacinal contra gripe https://t.co/Rpx25pRUJS,1972
"A vacina contra a gripe aviária servirá também contra todos os vírus da Influenza. Com capacidade de produção de 30 milhões de doses anuais, formaremos um estoque estratégico, permitindo ajustes rápidos conforme a evolução do patógeno. (+)https://t.co/QyJe3wl4t7",2070
"PROTEÇÃO | O Ministério da Saúde prorrogou a campanha de vacinação contra a gripe na região Norte até o dia 31 de janeiro. A estimativa é imunizar 6,6 milhões de pessoas na região. https://t.co/AVVjSO6hNV",2133
Campanha de vacinação contra a gripe começa no dia 7 de abril; a meta é imunizar 90% dos grupos prioritárioshttps://t.co/Dq6RQY5fMD,2144
Campanha de vacinação contra gripe na cidade de SP começa nesta sexta (28)https://t.co/waJ3Ybglld,2183
Rio inicia campanha de vacinação contra a gripe para trabalhadores da saúde. Dose anual é essencial. #Vacinação #Saúde #Influenza #Rio #ODia https://t.co/Uso9yb1PQW,2237
Vacina contra gripe: quando começa a campanha em BH?https://t.co/TGPuMfez16,2332
"Vacinação contra gripe começa para crianças, idosos e gestantes no Rio. A campanha segue nas próximas semanas. #Vacinação #Gripe #RioDeJaneiro #Saúde #Notícias #ODia https://t.co/afXc7F66Va",2365
"https://t.co/ys0Ex8SzjO Com casos em alta, Paraná antecipa campanha de vacinação contra a gripe",2367
"A vacinação contra a gripe começou neste sábado (29) nos postos de saúde, com imunização prioritária para idosos, crianças, gestantes e outros grupos vulneráveis. Saiba mais.➡ Assista na #GloboNews: https://t.co/bFwcwLpLU9 https://t.co/Jt987wxYFu",2411
➡️ Cidade de São Paulo antecipa vacinação contra gripe para esta sexta (28) #sbtnewsGoverno pede para que todos os municípios que receberam o imunizante já comece a campanhahttps://t.co/7hkvPpyH0k,2444
Campanha de vacinação contra a gripe tem início no dia 7 de abril https://t.co/PHVJVCMolg,2454
Vacinação contra a gripe: cidade do Rio inicia campanha neste sábado; saiba onde e quando receber o imunizante https://t.co/NOgkc9wQk2,2498
Primeira vacina brasileira contra gripe aviária entrará em fase de testes https://t.co/0lvPHWBCIT,2500
Começa campanha de vacinação contra a gripe; assista #CNNNovoDia https://t.co/eqMVaUpuem,2539
"📰 Lula e Alckmin tomam vacina contra a gripe em Minas GeraisAto marcou o início da campanha de vacinação contra a gripe no Sistema Único de Saúde (SUS), que começou nesta segunda-feira (7/4).https://t.co/1zjkI5QNUC",2541
📰 Prevenção à gripe: campanha de vacinação contra influenza segue no DFDoses da imunização contra influenza para grupos prioritários foram aplicadas em cerca de 27 mil até 27 de março.https://t.co/akRM4Om270,2557
"Campanha de vacinação contra gripe começa com filas no Centro de Saúde Modelo, em Porto Alegre➡️Imunizante está disponível em todos os postos de saúde da Capital, a meta é vacinar 90% do público-alvohttps://t.co/EeSsRZJHpo",2558
Campanha de vacinação contra gripe começa hoje em BHhttps://t.co/68MZl30p8G,2563
Campanha de vacinação contra a gripe começa no dia 7 de abril. #Influenza #Gripe #Campanha #Vacinação #TVCultura https://t.co/po8Shc9Ge6,2582
Vacinação contra gripe vai ter início na Grande Vitória no sábado (29)https://t.co/sJwINI74RxEspírito Santo recebeu 116 mil doses e há oportunidade de se vacinar com e sem agendamento; saiba quem pode receber o imunizante na rede pública de saúde https://t.co/oNUyNzGarb,2594
▶️ Campanha de vacinação contra a gripe começa em 7 de abrilMeta é imunizar 90% dos grupos prioritários; campanha pode iniciar antes em alguns Estados#UltimasNoticias #CapitalNewshttps://t.co/MVH9FBGBTr,2598
Campanha de vacinação contra gripe começa segunda-feira em grande parte do RS➡️Imunizantes começam a ser aplicados nos grupos prioritários que somam mais de 5.3 milhões de pessoashttps://t.co/k74PR1AvHP,2600
Vacina da gripe: quem toma pega? Preciso pagar? Veja 12 respostas sobre a campanha de imunização https://t.co/6Ugn3MoGQB #g1 https://t.co/xnKwpYiHKg,2602
Campanha de vacinação contra a gripe começa nesta segunda; saiba quem pode tomar https://t.co/rBuaXFyJ9g,2676
Campanha de vacinação contra a gripe começa nesta segunda-feira (6) #PortalR7 #R7 https://t.co/MZqvud97H2,2690
"RT @falabrasil: Aviso importante! Começa nesta segunda (7) a campanha de vacinação contra a gripe nas regiões Sul, Sudeste, Nordeste e Cent…",2716
"💉 Ceará inicia campanha de vacinação contra gripe➡️ Nesse ano, entre os grupos incluídos no calendário de vacinação estão crianças de 6 meses a menores de 6 anos. A meta é vacinar 3,6 milhões de cearenses.Veja onde se vacinar em Fortaleza:https://t.co/SvGOXJeQwe",2717
Campanha de vacinação contra a gripe começou. Ministério da Saúde convoca grupos prioritários a se vacinarem. #Vacinação #Saúde #Gripe #Brasil #ODia https://t.co/3QB7pQASkj,2766
"Cidades de vários estados e o Distrito Federal devem aderir ao Dia D da vacinação contra a gripe, neste sábado (13). A cobertura vacinal está baixa em todo o país: https://t.co/KGfXMvwUPr #BomDiaBrasil https://t.co/XWwqmC4j5c",2824
"Campanha de vacinação contra gripe começa segunda-feira em Porto Alegre➡️Durante a primeira semana, imunizante será distribuído para gestantes, quilombolas, indígenas, crianças menores de seis anos e idososhttps://t.co/uqa3Ahjj56",2825
Campanha de vacinação contra a gripe começa nesta segunda-feira: https://t.co/vi6mQ91XiO,2853
Aparecida de Goiânia antecipa início da campanha de vacinação contra a gripe. Veja onde se imunizarhttps://t.co/J6WzLWy9BO https://t.co/LsFz0RaJz8,2856
Campanha de vacinação contra a gripe é antecipada no estado do RJ para a próxima quarta-feira https://t.co/9Mod7YhwTY,2862
Campanha de vacinação contra a gripe começa na segunda-feirahttps://t.co/JxtxyGf4lp,2864
"Lula se vacina conta a gripe em Montes Claros, MG, no lançamento da campanha nacional de imunização. Ministério da Saúde espera vacinar 90% dos grupos prioritários, como idosos.➡ Assista ao #ConexãoGloboNews: https://t.co/bFwcwLpLU9 #GloboNews https://t.co/KXB0tME7oo",2886
"Durante o evento de lançamento, o governador Ronaldo Caiado tomou o imunizante. Vacina protege contra três cepas do vírus e é destinada a grupos prioritários📲 Leia agora em O Popular: https://t.co/9FT0e5imro#LeiaAgora #OPopular #saúde #vacina #gripe #campanha #Goiás",2888
Campanha de vacinação contra gripe começa na sexta-feira em São Paulo https://t.co/FODvBeePGV,2890
"📌 Campanha nacional de vacinação contra gripe começa hoje!A meta do Ministério da Saúde é imunizar 76,5 milhões de pessoas até 3 de junho.A campanha ocorrerá em duas etapas. Na primeira, de hoje a 2 de maio, serão vacinados idosos com 60 anos ou mais e trabalhadores da saúde https://t.co/PEpLCdEUFg",2910
Campanha de vacinação contra a doença está em andamento no Estadohttps://t.co/wpDAUqlFXY#minas #cidades #gripe #mortesporgripe #vacinaçãocontragripe #jornalhojeemdia,2919
Começa oficialmente nesta segunda-feira (7) a campanha nacional de vacinação contra a gripe. Veja com  @IsabelaICamargo quem pode se imunizar.➡ Assista ao #Estúdioi: https://t.co/bFwcwLpLU9 #GloboNews https://t.co/CDDHUoC7qG,2968
Campanha de vacinação contra a gripe é antecipada pelo Governo do Estado de São Paulo.#VacinadaGripe #Influenza #Vacina #GovernoSP #TVCulturahttps://t.co/vg37D4XOUP,2972
Campanha de vacinação contra a gripe começa nesta segunda-feira https://t.co/fXKU3SFHTr #g1,2981
▶️ Campo Grande reforça vacinação contra gripe com plantão no centroTrês pontos atendem no sábado e um segue aberto no domingo#UltimasNoticias #CapitalNewshttps://t.co/5ZGNI9BL3P,3029
"Sete estados e DF antecipam campanha de vacinação contra gripe.Vacina oferecida pelo SUS  protege contra o H1N1, o H3N2 e o vírus Influenza B e é capaz de evitar entre 60% e 70% dos casos graves e de mortes.Confira: https://t.co/QLxIsHfHGU📷 Tomaz Silva/Agência Brasil https://t.co/xbooU9cJFk",3044
"Vacina gripe: com 332 mil doses, Paraná inicia campanha em brevehttps://t.co/93NQ7mo7R1",3049
Campanha de vacinação contra a gripe começa nesta segundahttps://t.co/vdM0jExoC5,3139
Campanha de vacinação contra a gripe começa nesta segunda-feira; veja quem pode se vacinarhttps://t.co/hlKv3bdpol,3162
Prefeitura de São Paulo inicia campanha de vacinação contra a gripe nesta sexta-feira (28). #TVCultura #Vacina #Influenza https://t.co/9Vi8xD2ecG,3166
Campanha de vacinação contra a gripe começa nesta segundahttps://t.co/17UaUWPqXs https://t.co/nn3it3Vb5x,3193
Campanha de vacinação contra a gripe começa nesta segunda-feira (7/4). Meta é imunizar 90% dos grupos prioritários https://t.co/QpWevrab4N https://t.co/6MfvsqcRTm,3201
PARANÁ ANTECIPA CAMPANHA DE VACINAÇÃO CONTRA A GRIPE; CONFIRA A DATAA Secretaria Estadual de Saúde anunciou que vai dar a largada na campanha de vacinação contra a gripe no Paraná antes da data nacional.https://t.co/lOqXuDyhHn,3244
Campanha de vacinação contra a gripe começa em todo o país nesta segunda-feira#PortalR7 #R7 https://t.co/YtnXle7A7G,3253
Paraíba promove ‘Dia D’ de vacinação contra gripe e sarampo neste sábado https://t.co/2rECzlhBFB,3307
"💉Mutirão de vacina contra a gripe chega à Zona Norte do Recife, neste sábado (26); veja onde - https://t.co/XgatJ8VO1J https://t.co/VdRYq113sE",3334
Possibilidade de gripe aviária se tornar pandemia preocupa; vacina universal é esperança https://t.co/xfRpESECpZ,3338
Dia D de vacinação contra gripe acontece neste sábado em Salvador; veja locais: https://t.co/rLwgw6GYhZ,3392
"Campanha de vacinação contra a gripe mira idosos, crianças e gestantes. #TVCultura #Gripe #Vacinação https://t.co/aObmfBvCZ4",3441
Pernambuco participa de estudo inédito com vacina brasileira contra a gripe aviária em humanos https://t.co/dxPqAi4NbE,3447
"VACINA NO BRAÇO - Aqui não tem negacionismo. Aqui é ciência porque vacinas salvam vidas. Lula abriu a campanha nacional de vacinação contra a gripe nesta segunda-feira (7). Serão 73,6 milhões de doses com meta de vacinar 90% de crianças, gestantes e idosos com 60 anos e mais. https://t.co/H4TUPSMyBf",3489
Saúde de Aparecida antecipa campanha de vacinação contra a gripe para segunda (31) - Leia no Diário de Goiás: Conteúdo de verdade com jornalismo profissional https://t.co/lfYjdIROAz,3527
Paraná antecipa campanha de vacinação contra a gripe; veja detalhes https://t.co/slmNoQ0nYz #parana #vacina #gripe #tribunapr,3570
💉 Veja como ser vacinadoAssociação recebe doações de rede de farmácia e promove campanha de vacinação gratuita contra gripe em Sorocaba https://t.co/Alj7yU7aI9 #g1 #Sorocaba https://t.co/1rsWKKkq40,3591
"Campanha de vacinação contra gripe começa em 7 de abril em Porto Alegre. Na primeira fase, serão imunizadas pessoas a partir dos 60 anos, crianças menores de 6 anos, gestantes, puérperas, quilombolas e indígenas.https://t.co/HNwhYl1641",3727
"PARANÁ RECEBE 332 MIL VACINAS CONTRA GRIPE E SE PREPARA PARA INÍCIO DA CAMPANHAO Paraná recebeu nesta segunda-feira (24) 332 mil vacinas contra a gripe, destinadas para o início da campanha de reforço da vacinação para o público-alvo. https://t.co/fQvLAyaxDv",3755
Campanha de vacinação contra a gripe começa na segunda-feiraLeia: https://t.co/IT3R6YxkAX https://t.co/z5XAw3vxak,3758
Campanha de vacinação contra a gripe começa nesta segundahttps://t.co/nIFVm48qcN,3763
"VACINAÇÃO CONTRA A GRIPE | O Ministério da Saúde anunciou, nesta sexta-feira (21), que a campanha nacional de vacinação contra a gripe começa em 7 de abril. O ministro Alexandre Padilha acompanhou a distribuição das doses, que já começaram a chegar aos municípios. https://t.co/lPyx9i1SP5",3812
"Mais uma campanha de vacinação começando! A partir de segunda (31), todas as salas de vacina da cidade estarão aplicando a dose contra a Influenza. O foco é proteger crianças, gestantes e quem tem 60+! 💉💙A gripe pode ser perigosa, mas a vacina é a melhor defesa. Evita… https://t.co/UFrRLTEryh",3821
Paraná promove Dia D de vacinação contra gripe neste sábadohttps://t.co/hFvUcD9NM7,3850
BH vai ter Dia D de vacinação contra a gripe neste sábado (10/5)https://t.co/N15fHAAaMK,3904
"BH terá Dia D de vacinação contra a gripe neste sábado; saiba ondeTodos os 153 centros de saúde da cidade, o Serviço de Atenção à Saúde do Viajante e alguns pontos extras estarão abertos das 8h às 17hhttps://t.co/DFkif5XxUe",3945
"💉 Vapt Vupt Papicu vai receber Dia D da Vacinação contra a gripe no sábado, 10➡️ A unidade vai funcionar das 10h às 16h no sábado, 10. Também serão ofertados outros imunizanteshttps://t.co/BTnjVko6Kq",3947
Bahia se mobiliza para realizar o Dia D de vacinação contra a gripe neste sábado: https://t.co/Aey24UwCiL,3960
Bahia terá Dia D da vacinação contra a gripe neste sábado (10) https://t.co/0r26EnLrQX,3961
💉 Ministério da Saúde realiza Dia D de vacinação contra a gripe neste sábado (10) 🌳 MME destaca liderança brasileira na transição energética global em evento sobre a COP30✅ Lei de Cotas no serviço público federal é aprovada no Senado,4005
Saúde realiza Dia D de vacinação contra a gripe neste sábadohttps://t.co/aDXQuWvidB,4021
Alerj vai promover campanha de vacinação contra gripe https://t.co/z1vj2DFm39 #ODia #RiodeJaneiro,4035
"Governo de SP faz ""Dia D"" de vacinação contra gripe neste sábado (10) https://t.co/9ElU6VxmX7",4040
"Neste sábado (10), o Ministério da Saúde promove o Dia D da vacinação contra a gripe: uma mobilização nacional para proteger a população e ampliar a cobertura vacinal em todo o país.",4049
Ação de mobilização de vacina contra gripe ocorre neste sábado em Salvador: https://t.co/012L6EuAIJ,4062
"Dia D de vacinação contra gripe no Rio, Niterói, SG e Maricá neste sábado https://t.co/yqzUVyATZr via @siteenfoco",4074
"Rio inicia campanha de vacinação contra gripe para grupos prioritários; veja quem pode ser imunizadoEm 2024, o Município vacinou cerca de 2,1 milhões de pessoas; para 2025, a meta é imunizar 3 milhõeshttps://t.co/ZVo0B8dqtz",4091
Rio vacina população em Dia D contra a gripe neste sábado https://t.co/OhBBx0eCRF #ODia #RiodeJaneiro,4097
"🚨 Dr. Peter McCullough Expõe a Origem da Atual Gripe AviáriaSigam o 🧶👇🦠 ""A cepa atual da gripe aviária é um produto da pesquisa de ganho de função realizada no Laboratório de Pesquisa Avícola do USDA em Athens, Geórgia,"" afirma o Dr. Peter McCullough.📚 Fatos Revelados: https://t.co/1NkvliifGo",4124
💉 Todos os postos de Fortaleza abrem para Dia D de vacinação contra gripe neste sábado (10)A ação busca ampliar cobertura vacinal de 19 grupos prioritários e proteger a população contra influenza https://t.co/W8NILQLPO1 https://t.co/W8NILQLPO1,4192
"Campanha de vacinação contra a gripe começa nesta 2ª (7) em Porto Alegre. Primeira fase inicia com atendimento a maiores de 60 anos, menores de 6 anos, gestantes, puérperas, quilombolas e indígenashttps://t.co/pftiqq4pK7",4264
"Dia D de vacinação contra gripe ocorre neste sábado, 10➡️ Para se vacinar, é necessário apresentar um documento oficial com foto https://t.co/MrrnQpPahs",4295
"Só uma picadinha! 💉 A campanha de imunização contra gripe foi prorrogada até julho no Acre, segundo o Ministério da Saúde ==&gt; https://t.co/DlL2yYqPha #g1AC https://t.co/jyhWcJLjbE",4327
Dia D de vacinação contra a gripe será realizado em todo país neste sábadohttps://t.co/ZEmZxtid1n,4338
Maceió terá 33 pontos de vacinação contra a gripe neste sábado - https://t.co/YnmznyPEPv - @extraalagoas https://t.co/3cA98T46s1,4380
Por @pedromeletti: Anvisa analisa estudos da vacina contra gripe aviária; assista #LiveCNNBrasil https://t.co/QyHFEswkx0,4450
China suspende compra de carne de frango por 60 dias após 1º caso de gripe aviária em granja comercial no Brasil https://t.co/OEugcQbjZx #g1,4460
Saúde realiza Dia D de vacinação contra a gripe neste sábado https://t.co/g61SSFXN6b,4466
A China interrompeu a compra de frango brasileiro por 60 dias após a confirmação do primeiro caso de gripe aviária no país.#NoArNaCBNhttps://t.co/GMKSHHq65V,4475
Governo de SP promove “Dia D” de vacinação contra gripe neste sábado (10). #TVCultura #SaoPaulo #Influenza https://t.co/2IeSSXuZqY,4531
Cidades iniciam campanha de vacinação contra a gripe.https://t.co/g98VF9aqrF,4571
Sábado será Dia D de vacinação contra gripe em Porto Alegre➡️Transporte público terá passe livre para que os grupos prioritários possam se deslocar até o local da vacinaçãohttps://t.co/lThXOSghom,4572
Campanha de vacinação contra a gripe começa nesta segunda (07) https://t.co/SwqaDUHqTO,4573
"Novo Hamburgo terá ""Dia D"" de vacinação contra a gripe neste sábadohttps://t.co/1XbcWzKUCv",4650
Curitiba libera vacina contra gripe para toda a população a partir deste sábado https://t.co/t4wyrS9IEB #Curitiba #tribunapr,4654
MATO GROSSOMato Grosso amplia acesso à vacina contra gripe em nova campanhahttps://t.co/lYMtB7XDZf https://t.co/yBBGpewcfU,4678
"📰Mais de 272 mil doses de vacina contra a gripe foram aplicadas no DFSomente no Dia D de mobilização, no sábado (10/5), foram aplicadas 11.861 doses em grupos prioritárioshttps://t.co/Ryo7KnD5Y9",4679
"💉Dia D da vacinação contra a gripe acontece neste sábado (10) em várias regiões do país #sbtnews  Meta é vacinar 90% do público-alvo, mais de 81,6 milhões de pessoas, incluindo crianças, idosos e gestanteshttps://t.co/TzInKcp1aU",4687
"Síndrome respiratória aguda grave,morte pôr oropouche no rio de janeiro, gripe aviária no Rio grande do Sul, queda de 12% das ações do BB isto sem uma investigação no banco e o roubo dos velhinhos no INSS e com a conivência da Dataprev qual desgraça mas será que vêm do gov lula.",4729
Butantan vai testar 1ª vacina brasileira contra gripe aviária em humanos https://t.co/jxz3cGX57u,4747
Pirenópolis realiza Dia D de vacinação contra a gripe neste sábado (10). Unidades de saúde estão abertas até 17 horashttps://t.co/zDw81VbwaR https://t.co/HOp3tBYSQ4,4748
Dia D mobiliza moradores para vacinação contra gripe em FortalezaAção faz parte de campanha nacional para a imunização contra o vírus influenza; confira detalhes na matériahttps://t.co/nGdtJ40ibb,4758
Prejuízo do agro com gripe aviária pode chegar a US$ 1 bilhão https://t.co/30P72wBwHQ,4771
"O Instituto Butantan aguarda aval da Anvisa para iniciar a pesquisa da vacina contra gripe aviária em humanos. O Butantan informou que submeteu o pedido à agência em agosto de 2024, mas ainda não obteve retorno. @flaviaol fala sobre essa pesquisa.➡ Assista ao #EmPauta: https://t.co/kyARCCvYCx",4784
"Gripe aviária em humanos: entenda os pontos de alerta sobre letalidade, mutações e vacina https://t.co/ENhacRj49Z #g1",4836
BAHIA SE MOBILIZA PARA O DIA D DE VACINAÇÃO CONTRA A GRIPE NESTE SÁBADO (10) https://t.co/8Ht0gVP72K,4926
Mutirão de vacinação contra gripe é realizado neste sábado em Itapetiningahttps://t.co/0ki8kZwJcE #g1 #itapetininga https://t.co/f9tG88PnYM,4931
DIA D VACINAÇÃO | O Ministério da Saúde aposta na retomada do Dia D Nacional de Vacinação para alavancar a campanha contra a gripe e cumprir a meta de vacinar 90% do público-alvo. A primeira edição deste ano está marcada para o dia 10 de maio. Leia: https://t.co/fBtru5xwYw. https://t.co/63u5pW1gLd,4939
Impacto da gripe aviária ainda é limitado para frigoríficos na B3https://t.co/NvxPkl99cw,4956
@evemiaumiau Eu comi 3 unidades e me deu: caxumba difteria malária rubéola pressão baixa pressão alta astigmatismo pneumonia coqueluche dengue coronavirus tétano hepatite gripe aviária e tétano,4985
Campanha de vacinação contra a gripe começa nesta segundahttps://t.co/LNrChcKv4o https://t.co/g0dgaOwY8V,5013
"Boa tarde!  A partir de terça (25), a vacina contra a gripe (influenza) estará disponível em mais de 100 salas de vacinação do DF. A campanha é voltada a idosos, crianças de 6 meses a 5 anos, gestantes e professores. Mais de 1,2 milhão de pessoas estão aptas a se vacinar. A nossa… https://t.co/zhjpVFnK3o https://t.co/UFlCb9TKnj",5017
"Por @pedromeletti: Vacina da gripe aviária tem caráter prioritário, diz Anvisa; assista #LiveCNNBrasil https://t.co/mW52Q4F00g",5019
Campanha de vacinação contra a gripe na Paraíba começa nesta segunda-feira (10).#g1 #g1Paraíbahttps://t.co/NZJ2kY8oBJ https://t.co/hVPINqD7aV,5044
"CAMPANHA NACIONAL | O Dia D de vacinação contra a gripe será realizado neste sábado (10) em todo o país. A vacina é a forma mais eficaz de se proteger contra o vírus influenza, causador da gripe, evitando tanto a manifestação grave da doença quanto o contágio de outras pessoas. https://t.co/IVRMWWNc99",5062
"🏙️Brasilienses vão aos postos de saúde em busca da vacina contra a gripe; sem filasA campanha contra a gripe foi ampliada para todos os públicos, a partir dos seis meses de idade.https://t.co/wUgvE8FFzF",5097
Goiás lança campanha de vacinação contra a gripe; veja onde se vacinar em Goiânia e Aparecida ⇒ https://t.co/LGcA2sDjIt #g1go #Goiás #vacina #gripe #influenza #Goiás https://t.co/8njQcpIWDc,5101
