tweet,index
"São Paulo vai ampliar campanha de vacinação contra gripe a partir de segunda, 19 https://t.co/q2PbNbQgWj #MeiaHora",5105
Dia D de vacinação contra a gripe será no sábado (10) em São Luíshttps://t.co/ZMsD6pGraP,5106
Sábado (24) será o ‘Dia D’ da vacinação contra a gripe em Porto Alegre. A data também terá passe livre no transporte público da capital.https://t.co/BHRbSgSycn,5112
"Shoppings de Belém ofertam vacinação contra a gripe neste sábado, 25https://t.co/P1mDZrteLR #g1para",5130
Vacinação em São Paulo: Dia D contra gripe acontece neste sábadohttps://t.co/PznuxMv3av,5220
"O Maranhão recebeu 1,1 milhão de doses da vacina contra a gripe e inicia a campanha nacional de vacinação! 🏥💉 Lembrando que o imunizante é capaz de evitar entre 60% e 70% dos casos graves e óbitos.Não deixe de se vacinar e cuidar da sua saúde e da sua família! https://t.co/xMTNQlISX9",5263
Vacinação contra gripe ocorrerá em oito pontos de BH neste sábado (24/5)https://t.co/lMuIvKCMXF,5285
"A campanha de vacinação contra a gripe será antecipada e vai começar no próximo dia 25 de março, em todo o território brasileiro. A decisão do Ministério da Saúde levou em consideração o aumento da circulação de vírus respiratórios no país.Leia: https://t.co/ARzpAHdYKd https://t.co/xP2ME0UMD4",5294
Campanha de vacinação contra a gripe acaba nesta sexta-feira https://t.co/tVYd1tebuW,5305
"SARS-CoV-2 em Wuhan, China, em 2019.Por que então a China não teria objeções à aprovação, na OMS, de acordo de pandemias baseado na abordagem One Health?🚨Algo não fecha nesta conta. (E o Brasil, onde o 1º caso de gripe aviária em granja comercial🧐&gt;https://t.co/4owbPbLF7Z",5372
"Em meio ao surto em granja, primeira vacina brasileira contra gripe aviária está em fase de testes.#NoArNaCBN https://t.co/YWfyd1kjyD",5391
"Porto Alegre terá Dia D de vacinação para frear casos de gripe e superlotação nas emergências➡️No sábado, vacina contra a gripe estará disponível em todas as unidades de saúde da Capital para pessoas com mais de seis meses de idadehttps://t.co/gROAJkD54x",5394
💉 Cidades iniciam campanha de vacinação contra a gripe; saiba quem pode e como se vacinar no ES ==&gt; https://t.co/aJW3zif3lA #g1ES,5397
"Começou hoje em todo o Brasil a campanha de vacinação contra a gripe para idosos e profissionais da saúde, para imunizar grupos de risco. Em Teresina as vacinas estão disponíveis nas UBS e no Centro Integrado Lineu Araújo.#DrPessoa #Vacinação2020 #VacinadaGripe #Teresina #Piauí https://t.co/Gh0kevSyTm",5406
Butantan aguarda há 9 meses aprovação da Anvisa para testar vacina de gripe aviária em humanos https://t.co/pZeyBkMuWk #g1,5450
Campanha de vacinação contra gripe tem início em Ribeirão Preto; veja quem pode receber #g1Ribeirao https://t.co/o4vLPMJ4L6,5462
Pelo menos oito cidades da Região Metropolitana realizam Dia D de vacinação contra a gripe neste sábadohttps://t.co/JoXAHBzcvb,5617
Como será o Dia D de vacinação contra gripe em Porto Alegre neste sábado➡️Unidades de saúde estarão abertas das 9h às 18hhttps://t.co/4OORKp1aCQ,5634
"VACINA CONTRA A GRIPE | Nesta segunda-feira (7), dia em que começa a campanha de vacinação contra a gripe, o presidente Lula e o vice-presidente Geraldo Alckmin receberam o imunizante, ao lado do ministro da Saúde, @padilhando, e do mascote do SUS, Zé Gotinha. https://t.co/oCyanuFydI",5636
💉'Dia D': cidades do centro-oeste paulista promovem vacinação contra a gripe neste sábadohttps://t.co/a84f0uVTdo,5641
Cidades nas regiões de Sorocaba e Jundiaí promovem 'Dia D' de vacinação contra a gripe neste sábado https://t.co/LuvXqNPx2B #g1 #Sorocaba #Jundiaí,5642
Metrô de BH terá campanha de vacinação contra a gripe nesta segunda-feira; saiba ondeA campanha é organizada pela Secretaria Municipal de Saúde em parceria com a Metrô BHhttps://t.co/4ILTvIZbks,5654
Gripe aviária: vacina em fase de testes protege bovinos contra surto nos EUAhttps://t.co/4QbTWp51CG,5684
Porto Alegre terá ‘Dia D’ de vacinação contra a gripe no sábado (10). Todas as unidades de saúde da Capital estarão abertas das 9h às 18h.https://t.co/lVd9RtMkB0,5692
Gripe aviária: por que cientistas alertam que doença pode causar próxima pandemiahttps://t.co/qe9Vza34SKhttps://t.co/qe9Vza34SK,5702
"@marcia_ssi Gripe aviária, enchentes, 150 mil produtores rurais endividados desde o governo do inelegível e agora recebendo auxílio do Governo Federal, Elegem Eduardo Leite. A senhora tem razão 😂",5710
"@ColetivoSalaPT Tarifa Social reformulada, mais moradias pelo Minha Casa Minha Vida, combate à gripe aviária, Nova Política de EaD e reforço no reflorestamento. Confira o que o #GovFez entre os dias 19 e 23 de maio e espalhe as boas notícias 🇧🇷📢Confira e espalhe! https://t.co/WutoH9FQkr",5711
"Há uma nova onda no horizonte, com uma variante com grande escape imunológico. No BR, a grande maioria das pessoas está sem nova dose de vacina há ANOS. Há campanha de vacinação contra a gripe, mas zero campanha de vacinação contra a covid.https://t.co/yTH4wvp15L https://t.co/wRHfd0HzMi",5732
Gripe aviária: por que cientistas alertam que doença pode causar próxima pandemia https://t.co/aoHHbZ92ZJ https://t.co/aoHHbZ92ZJ,5741
"Brasil pede à China que limite embargo de frango a município com foco da gripe aviária. Embaixada do Brasil em Pequim detalha que país seguiu todos os protocolos sanitários bilaterais e pede que suspensão nacional seja limitada a Montenegro (RS), onde caso foi identificado… https://t.co/nVS35pSnTB",5742
"▶️ Mapa investiga caso suspeito de gripe aviária em AngélicaConfirmação pode afetar exportações, mas autoridades defendem biossegurança robusta no Mato Grosso do Sul#UltimasNoticias #CapitalNewshttps://t.co/o2lNk44mtO",5743
"📰Cisne negro testa positivo para gripe aviária em MGUm dos 169 casos confirmados da doença no Brasil, foi no animal silvestre localizado em Mateus Leme, Região Metropolitana de Belo Horizonte.https://t.co/08f3PbwCqG",5744
MG: empregados de local onde foi detectada a gripe aviária serão confinadoshttps://t.co/qvxUBDvYLz,5745
#Agro: RS reforça ações de educação sanitária na região de Montenegro após caso de gripe aviáriahttps://t.co/14IBJQ2jSe,5748
"Bahia aciona alerta sanitário e reforça barreiras contra gripe aviária, mesmo sem casos no estado: https://t.co/Pvd7LsWoi9",5750
Ministro da Agricultura diz que Brasil pode ficar livre da gripe aviária em menos de um mêshttps://t.co/106FrTm0gj,5752
"Tarifa Social reformulada, mais moradias pelo Minha Casa Minha Vida, combate à gripe aviária, Nova Política de EaD e reforço no reflorestamento. Confira o que o #GovFez entre os dias 19 e 23 de maio e espalhe as boas notícias 🇧🇷📢 https://t.co/W3LrrrMugz",5761
📰Foco de gripe aviária em MG foi detectado em fazenda de frutas exóticasTrês aves ornamentais da propriedade apresentaram sintomas e uma delas testou positivo. Tratadores e funcionários devem entrar em quarentena.https://t.co/ousibYfoTQ,5780
"Gripe aviária: o que é, quais os riscos e como se proteger. Brasil confirmou dois focos da doençahttps://t.co/P0YDusrMuw https://t.co/WBe67VURzG",5792
Gripe aviária: 17 investigações de suspeita da doença em andamentoAs investigações estão em andamento com coleta de amostra e sem resultado laboratorial conclusivohttps://t.co/VUHERNz9jr,5806
Governo já destruiu 20 milhões de ovos férteis para conter gripe aviáriahttps://t.co/3Bmx8qu4jX,5812
Gripe aviária: vigilância faz novo ciclo de inspeção em granjas no RS https://t.co/l3nRVxU28g via @Fato Amazônico,5813
"Exportação de frango do Brasil cai 1,5% após caso de gripe aviáriahttps://t.co/wAJ3hOOPsO",5816
"China, Argentina e UE suspendem importações de frango brasileiro após 1º caso de gripe aviária no país.Risco de transmissão a humanos é baixo e restrito a profissionais que tem contato direto com aves infectadas.Confira: https://t.co/LFd8DRpfep #JN https://t.co/DzKvAmcvZJ",5826
"Termine a semana bem informado com o JC Te Lembra, resumo dos principais destaques do noticiário. Missão do RS nos EUA, morte de Mujica, foco de gripe aviária no RS e volta do voo a Buenos Aires dominaram o noticiário. Acesse o conteúdo completo. https://t.co/g2yNMRhNvy",5827
"Vacinação contra a gripe: RJ tem Dia D neste sábado, e cidades ampliam o calendário; confirahttps://t.co/iLrENtRaYD",5831
"Gripe aviária não deve impactar preço da carne de frango, diz ministro https://t.co/NZEmxBjOx4 #MeiaHora",5834
🐔 Gripe aviária no Sul faz China e UE suspenderem importações do Brasil Leia: https://t.co/jJ4n9UdY9Y https://t.co/TFvMDTDaBA,5836
RS decreta estado de emergência em saúde animal em razão da gripe aviáriahttps://t.co/lj7EKshwvj,5842
Por Itatiaia --&gt; Minas Gerais confirma caso de gripe aviária e anuncia medidashttps://t.co/eZfwKX9B80,5843
FATO OU FAKE NEWS: Saiba o que é mentira e o que é verdade sobre a gripe aviáriahttps://t.co/fjUwCuRkTb,5848
Dia D de vacinação contra a gripe será realizado neste sábado (10) em São Luíshttps://t.co/FmuxxrDpHw,5849
Metrô de BH organiza nova campanha de vacinação contra gripehttps://t.co/VfMsL6UUjo,5866
"Sem vigilância integrada e constante, não há resposta eficaz contra a gripe aviáriahttps://t.co/2SIWJiQjb9",5867
Governo investiga 18 casos suspeitos de gripe aviária https://t.co/QhuLwMyNno,5868
▶️ China suspende compra de frango após foco de gripe aviária no Rio Grande do SulMedida vale por 60 dias e impacto preocupa autoridades de Mato Grosso do Sul#UltimasNoticias #CapitalNewshttps://t.co/idpqyoX4bk,5875
"A equipe de CartaCapital comenta sobre o projeto de lei que afrouxa as regras de licenciamento ambiental, o uso da fome como arma de guerra em Gaza e a gripe aviária no Brasil. Acompanhe:  https://t.co/uV91nRw7GP",5876
"Após RS, Brasil suspeita de novos casos de gripe aviária em outros cinco estados https://t.co/DbYW7Sp9NA https://t.co/EQMOpkDPv5",5877
🐓Governo investiga suspeita de gripe aviária em cidade do interior do Ceará; Adagri monitora o caso➡️A investigação é relacionada a uma criação de subsistência e aguarda resultados laboratoriais conclusivos. O Ceará continua sem confirmações da doençahttps://t.co/QJvUA0BFDp,5878
💉 Cidades da região de Itapetininga promovem vacinação contra a gripe neste sábadohttps://t.co/QI4z7g1OZ3 #g1 #Itapetininga #Tatuí https://t.co/Ry3HPdILIv,5885
"Exame de funcionário de granja no RS descarta gripe aviária, diz Secretaria da Saúde https://t.co/zcytrngPcm #g1RS https://t.co/ntTuB81G47",5886
Zoológico de Brasília é fechado por suspeita de casos de gripe aviária após morte de animaisTécnicos da Secretaria de Agricultura do Distrito Federal estiveram no local para fazer uma inspeção após morte de aveshttps://t.co/0r8OU8V4Hi,5892
Gripe aviária: Idiarn reforça fiscalizações no Rio Grande do Nortehttps://t.co/bKpKZG8iHN,5894
Campanha de vacinação contra a gripe inicia nesta segunda; veja quem já pode se vacinar https://t.co/1GVV1U1AuY https://t.co/declhkWE1d,5896
"Hoje é o Dia D de vacinação contra a gripe em todo o Brasil (exceto Norte, que terá campanha no 2º semestre). A ação é nacional e busca proteger a população antes do inverno, quando os vírus respiratórios circulam mais. Procure a UBS mais próxima e vacine-se!",5923
Minas confirma caso de gripe aviária na Grande BH e decreta situação de emergência sanitária https://t.co/bHGxSCHUlw,6014
Rússia e outros países diminuem restrições à carne de frango brasileira por gripe aviáriahttps://t.co/wUiFnzp7TN,6043
"No Plenário da Câmara nesta semana, podem ser votados o projeto para enfrentamento da gripe aviária no País [PL 3179/2024] e a proposta que institui o Dia Nacional das Defensoras e Defensores dos Direitos Humanos [PL 6366/2019]. Veja na @tvcamara: https://t.co/zlFkrXwhM9",6044
Fávaro afirma que gripe aviária é oportunidade para mostrar robustez do sistema➡️Ministro afirma que vírus demorou para entrar no plantel comercial brasileirohttps://t.co/7pNyL8WZIV,6046
Minas Gerais decreta emergência após caso de gripe aviária em pássaro ornamentalhttps://t.co/HVgb8Yr5Jg,6049
Gripe aviária: Minas tem média de 700 notificações de ocorrências com aves por anoO número foi apresentado em coletiva de imprensa do governo estadual nesta quarta-feira (28) como uma tentativa de tranquilizar a populaçãohttps://t.co/RUtXDPE8l6,6056
Metrô de BH organiza nova campanha de vacinação contra gripehttps://t.co/JyDwyAV0L0,6059
Gripe aviária: RS começa a instalar barreiras de desinfecção após foco em granjaClique na imagem para ler 👇https://t.co/h4nQjXunCV,6072
Gripe aviária: Emirados Árabes suspendem compra de frango pela primeira vez; Rússia afrouxa bloqueio.#Gripeaviária #Montenegro #RioGrandedoSul #Frango #TVCultura https://t.co/R0CKeqTNnb,6091
"Em meio a emergência por gripe aviária, fiscais agropecuários do RS reclamam de sobrecarga. 156 vagas para fiscais estão abertas, sem previsão de serem ocupadas, segundo a Afagro.https://t.co/m44PYuAKSJ",6093
"Após China e União Europeia, Argentina suspende compra de frangoBrasil revê protocolos sanitários para conter avanço de gripe aviária e preservar os acordos comerciais https://t.co/bTTBJxjem6",6158
A confirmação do primeiro caso de gripe aviária numa granja comercial do Brasil acendeu o alerta das autoridades sanitárias do paísEntenda o que se sabe até agora sobre a doença: https://t.co/XfPa7UzZDP https://t.co/lMW6VwQ025,6159
"Preço do ovo recua 7,2% no atacado em Porto Alegre após gripe aviária, mostra Cepea https://t.co/9PpxlopKyo",6163
Mundo já licenciou 20 vacinas emergenciais de gripe aviária; veja ondehttps://t.co/CMTm3K0zR4 https://t.co/xYDTLTNa5N,6166
Câmara aprova urgência de projetos para enfrentamento à gripe aviária https://t.co/Z8czgeeNRj via @Fato Amazônico,6173
"Após o Ministério da Agricultura confirmar um caso de gripe aviária em uma granja de aves comerciais no Brasil, muitas dúvidas surgiram. Você pode comer frango e ovo sem se preocupar? O preço desses produtos vai ser afetado? O repórter Vitor Hugo Batista responde essas e outras… https://t.co/ACqzp14QCm",6174
Governo confirma primeiro foco de gripe aviária em granja comercial no Brasilhttps://t.co/WHPpff68l2(Foto: Agência Brasil) https://t.co/tLpACaKowJ,6184
"‘Tem vírus no mundo todo’, diz Alckmin sobre impacto de gripe aviária no preço de alimentos#PortalR7 #R7 https://t.co/DsUMHNAzsW",6189
Gripe aviária foi a causa da morte de aves em zoológico no RShttps://t.co/1HNZpfMfbM,6235
Nove casos suspeitos de gripe aviária são investigados no Brasil#PortalR7 #R7 #JR24H #JornalDaRecord https://t.co/636usjX7yb,6239
RT @folha: Papa Francisco cancela audiências deste sábado (24) devido a gripe leve https://t.co/01N4rWhglF,6242
Brasil notifica erradicação do foco de gripe aviária à Organização Mundial de Saúde Animal. Ações foram concluídas em 21 de maio https://t.co/WlPifDqHM7 https://t.co/zQnlLBtDQC,6258
"Durante reunião de líderes nesta quinta-feira (22), os deputados definiram pautas consensuais para a próxima semana. Propostas sobre gripe aviária e georreferenciamento da faixa de fronteiras estão na pauta de votações. https://t.co/ujJOFXvdB1",6262
"As autoridades sanitárias de Minas Gerais vão definir, nesta quarta-feira (28), medidas para conter a disseminação da gripe aviária. Os casos confirmados envolvem dois gansos e um cisne-negro silvestre. #NoArNaCBNhttps://t.co/CSf9lOt3cK",6263
▶️ Novo caso suspeito de gripe aviária é investigado em AmambaiA suspeita envolve uma criação doméstica e ainda não há resultado conclusivo#UltimasNoticias #CapitalNewshttps://t.co/HwDe47ZpZ6,6264
"A Fundação Municipal de Saúde (FMS), promove neste sábado (17), o dia D da vacinação contra a gripe. Acesse: https://t.co/gef89Eet52 https://t.co/Fxg6QfuJUf",6267
Pernambuco anuncia como será campanha de vacinação contra gripe de 2025; veja grupos prioritários. #vvhttps://t.co/3KsYsLdGVS,6279
MG declara emergência sanitária após caso de gripe aviária em aves ornamentais na Grande BH https://t.co/KoX0ntgGjm #Brasil #ODia,6281
Ministério da Agricultura investiga suspeita de gripe aviária no Zoológico de BrasíliaTécnicos da Secretaria de Agricultura do Distrito Federal estiveram no local para fazer inspeção. Os exames das aves estão a cargo do ministériohttps://t.co/aGbwPjaqNT,6282
"#GRIPEAVIARIA | O Ministério da Agricultura investiga 11 casos suspeitos de gripe aviária no Brasil.Segundo o último balanço divulgado ontem pela pasta, 5 são em aves silvestres, 2 em granjas comerciais e outros 4 em criações domésticas.",6285
"O ministro da Agricultura, Carlos Fávaro, anunciou que o foco da gripe aviária, identificado no município de Montenegro (RS), está contido. A declaração foi feita em audiência, nesta terça (27), na Comissão de Agricultura e Reforma Agrária do Senado.https://t.co/txUSjjbtvJ https://t.co/CdGbvo91Sd",6378
Gripe aviária: Fávaro diz que a população pode consumir frango e ovos; pasta investiga 11 casoshttps://t.co/btNqN7DtJb,6384
Brasil confirma primeiro caso de gripe aviária no RS; veja tudo o que você precisa saber https://t.co/3QfSGXFt31 https://t.co/ArVZt1FzJn,6388
Governo de MG descarta toneladas de ovos após surto de gripe aviária https://t.co/JfvGVcuP2P,6391
"MG confirma caso de gripe aviária, e governo decreta estado de emergência animal https://t.co/nkSxqYx7th #g1",6396
Governo do Estado já havia descartado a presença do vírus de alta patogenicidade da gripe aviária com base em laudo preliminar e busca tranquilizar a população para o consumo de carne e ovos #JornaldoTocantins #economia #Tocantins https://t.co/eKDOIuV5Kv,6407
Governo descarta gripe aviária em granja comercial de Santa Catarina https://t.co/Q6SNFZ4yei,6411
"Belo Horizonte terá diversos pontos de vacinação contra a gripe neste sábado (31)Para se imunizar, é preciso apresentar documento de identificação com foto, CPF e cartão de vacinação https://t.co/SouMYqCb44 https://t.co/vXCwz2mERW",6412
Gripe aviária: líderes da Câmara decidem pautar fundo de prevenção em resposta ao vírus#PortalR7 #R7 https://t.co/QxFwBUmKN2,6416
Governo de Minas detalha decreto de emergência sobre gripe aviáriahttps://t.co/juDnr3w6cx,6417
México suspende importação de frango brasileiro após caso de gripe aviária no RShttps://t.co/xSycV9MD0n,6426
Zoológico de Brasília é fechado por suspeita de gripe aviáriahttps://t.co/9L4Z1uO60L,6427
"São muitas as demandas do campo e todas urgentes, tchê! Afinal, o que está em risco são milhares de postos de trabalho. O assunto de hoje é gripe aviária e as barreiras comerciais. Aperta o play e compartilha com os amigos! 🚀 https://t.co/FOzmn63cOf",6466
"Recebi hoje prefeitos e representantes de municípios do Litoral gaúcho para debatermos ações de prevenção e de controle da gripe aviária e em relação aos óbitos de mamíferos aquáticos na região. O @governo_rs está em alerta, atuando em conjunto com as prefeituras para encaminhar https://t.co/U4LqQDcFLh",6487
Gripe aviária: qual o risco de doença se espalhar pelo Brasil?https://t.co/yLFJFLorZjhttps://t.co/yLFJFLorZj,6492
Minas Gerais decreta emergência sanitária animal por gripe aviáriahttps://t.co/D4G2CuDB3S,6494
"O Instituto Oswaldo Cruz informou que, após análise do material de um trabalhador de uma granja no Rio Grande do Sul com suspeita de gripe aviária, não foi detectada a presença do vírus influenza aviário H5N1.#NoArNaCBN https://t.co/XAdpimra48",6496
LUCAS DO RIO VERDELucas do Rio Verde realiza Dia “D” de vacinação contra a gripe neste sábado (12)https://t.co/fpRK3rIeo8 https://t.co/SNkPPZt5eB,6498
Vacina da gripe: Prefeitura do Recife disponibiliza imunização nos mercados públicos até este sábado (19)https://t.co/RVgrYzhoHr,6502
Governo de Minas adota medidas preventivas após caso de gripe aviáriahttps://t.co/TZjp03dpbN,6505
Gripe aviária: governo pede a países restrição limitada a 10 km do foco https://t.co/ueP9d0RkpG via @Fato Amazônico,6506
"Gripe aviária: suspeita é investigada em granja comercial de Anta Gorda, aponta Ministério da Agricultura https://t.co/2cQWSIL701 #g1RS https://t.co/5IjYiSTOHU",6510
"Segundo o governo, esta é a primeira vez que a gripe aviária atinge a avicultura comercial nacional. @Mapa_Brasil #portalgp1 #Brasil  #riograndedosul https://t.co/L7IG0ywBKI",6519
Zoológico de Brasília é fechado após suspeita de gripe aviária https://t.co/WAvGN3CPTL #Brasil #ODia,6526
"Gripe aviária não deve impactar preço da carne de frango, diz ministrohttps://t.co/yNFTVt0adh",6533
"O sábado (10) marca o Dia D da vacinação contra a gripe em todo o Brasil, mas em alguns locais, como em Brasília, a imunização já começou. A ação é promovida pelo Ministério do Trabalho e Emprego em parceria com outros órgãos do governo. #RepórterBrasil📲 https://t.co/NKn2jKblcn",6537
Zoológico de Brasília é fechado por suspeita de casos de gripe aviária. #TVCultura #GripeAviaria #Zoologico https://t.co/0ZnzuiQNec,6538
Trabalhador é isolado após ter sintomas e exposição ao vírus da gripe aviária em granja no RS https://t.co/v3LENKibY0 https://t.co/2DoBb7apLV,6545
"A Secretaria Municipal de Saúde iniciou, neste sábado (10), o Dia D de vacinação contra a gripe. Veja os locais, horários e outros detalhes da campanha.https://t.co/MbjvESQSIg",6548
Gripe aviária: prefeito de Mateus Leme confirma casos no município.https://t.co/HU5FCh7fzP,6551
Período de 28 dias para Brasil ficar livre da gripe aviária inicia nesta quinta (22)https://t.co/pNN9mNVncc https://t.co/b1zB251Frd,6565
"RT @NoticiasRedetv: China, UE e Argentina suspendem compras de carne de frango do Brasil- Foco de gripe aviária foi detectado no Rio Gran…",6577
"RT @cynaramenezes: quem não te conhece que te compre: ""prefiro o lula"", diz mauro cid sobre candidatura de michelle; gripe aviária: MAPA av…",6600
Câmara pode votar projeto que amplia remuneração de fiscais agropecuários que atuam contra gripe aviária https://t.co/1dGajz0Pn3,6601
Gripe aviária: veja as respostas para as principais dúvidas sobre a doençaClique na imagem para ler 👇https://t.co/Ft8iIBkbnO,6622
▶️ Ministro vê indícios de que China pode flexibilizar restrição ao frango brasileiroPaís asiático suspendeu compras após foco de gripe aviária no Rio Grande do Sul#UltimasNoticias #CapitalNewshttps://t.co/P4wYsf0Nep,6628
Gripe aviária: confirmado novo foco em ave silvestre no RS; suspeita no TO é descartadahttps://t.co/jl46loGUyF,6630
Vacinação contra a gripe ocorrerá neste sábado em shopping de Santa Maria; veja como se imunizar https://t.co/FHnNfN3DGT,6631
BH: quase 6 mil se vacinaram contra a gripe em um único sábadohttps://t.co/5u3xQFZ8Ap,6634
"Exames descartam contágio por gripe aviária de 5 pessoas que tiveram contato com aves doentes no RS, diz Secretaria da Saúde https://t.co/QcP9U2oZVf #g1RS https://t.co/Su8T1TkOuY",6639
"LEIA NA EDIÇÃO DESTA TERÇA-FEIRA, 20 DE MAIO▶ Poder executivo presta contas do 1º quadrimestre▶ Em alerta, Paraná reforça protocolos para evitar gripe aviária▶ Dia da AbelhaAcesse https://t.co/3xEgwGHTGu https://t.co/dGAFEm8kli",6647
"https://t.co/MGRbCNoBBA Curitiba terá vacinação contra gripe, covid e dengue no sábado https://t.co/InNFrGv6aj",6653
A campanha de vacinação contra a gripe foi antecipada em todo o Pará por causa do inverno amazônico. Mas mesmo assim só atingiu 13% do público-alvo em todo o estado. Em Belém apenas 19% do público se vacinou. https://t.co/HqInmuxzdt,6654
"Gripe aviária: RS determina restrição de acesso, higienização e vedação em granjahttps://t.co/EkcGwHlrDl",6656
"💬 @GianeGuerra | De ovo com gema mole a carne crua de frango, virologista dá orientações sobre consumo durante gripe aviáriahttps://t.co/OZRcHvvvNZ",6661
As galinhas serão vacinadas contra a gripe aviária. Bolsonaristas comerão carne de frango vacinado?Bolsonaristas donos de aviários vão impedir a vacinação?Bolsonaristas donos de aviários AGORA acreditam que vacina funciona?,6679
Ministro da Agricultura anuncia que foco de gripe aviária está contido. Fávaro disse que episódio mostrou eficácia do sistema sanitário do paíshttps://t.co/m130FnBDi0 https://t.co/HBmDFlqzeY,6796
▶️ Brasil confirma dois casos de gripe aviária e investiga outros seisMinistério da Agricultura reforça vigilância e pede colaboração da população para conter avanço da doença#UltimasNoticias #CapitalNewshttps://t.co/ixMM0Y5ND1,6807
Ministério da Agricultura investiga dois casos de gripe aviária em granjas de Tocantins e Santa Catarinahttps://t.co/5fgj9z3sFm,6808
CENÁRIO AGROFamato orienta avicultores de MT após confirmação de caso de gripe aviária em plantel comercial no RShttps://t.co/dFxyCaYy9f https://t.co/gE1vKaaAvI,6812
Brasil confirma primeiro caso de gripe aviária em granja comercial https://t.co/1W60kaNH9D,6817
México suspende importação de produtos avícolas do Brasil por surto de gripe aviária https://t.co/GgS5PEIkeK,6818
